democrat,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1
democrat,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
democrat,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
democrat,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1
democrat,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1
democrat,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
democrat,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1
democrat,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1
democrat,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
democrat,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1
democrat,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1
democrat,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1
democrat,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1
republican,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0
republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0
republican,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
republican,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1
republican,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1
republican,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1
republican,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1
republican,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
republican,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1
republican,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0
democrat,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1
democrat,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1
democrat,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1
democrat,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1
democrat,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
democrat,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1
democrat,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
democrat,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
democrat,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1
democrat,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1
democrat,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1
democrat,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1
democrat,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1
republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1
republican,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0
republican,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0
republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1
republican,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1
republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1
republican,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0
republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1
republican,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1
republican,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1
democrat,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1
democrat,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
democrat,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
democrat,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
democrat,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1
democrat,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1
democrat,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1
democrat,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0
democrat,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
democrat,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1
democrat,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1
democrat,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1
democrat,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
republican,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
republican,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1
republican,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1
republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0
republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0
republican,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
republican,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
democrat,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
democrat,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1
democrat,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
democrat,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
democrat,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1
democrat,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1
democrat,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
democrat,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
democrat,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
democrat,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1
democrat,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1
democrat,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1
democrat,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1
republican,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1
republican,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1
republican,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1
republican,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1
republican,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
republican,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0
republican,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1
republican,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
republican,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1
democrat,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1
democrat,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1
democrat,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1
democrat,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1
democrat,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1
democrat,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1
democrat,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1
democrat,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
democrat,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1
democrat,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1
democrat,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1
democrat,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1
republican,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1
republican,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1
republican,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
republican,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
republican,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0
republican,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1
republican,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0
republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1
republican,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1
republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0
democrat,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1
democrat,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
democrat,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1
democrat,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
democrat,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1
democrat,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1
democrat,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1
democrat,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1
democrat,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1
democrat,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
democrat,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1
democrat,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1
republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
republican,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1
republican,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0
republican,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1
republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0
republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1
republican,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0
democrat,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1
democrat,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1
democrat,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1
democrat,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0
democrat,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1
democrat,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1
democrat,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
democrat,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1
democrat,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1
democrat,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1
democrat,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1
democrat,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0
republican,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0
republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
republican,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1
republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0
republican,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1
republican,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1
republican,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1
republican,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1
republican,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1
republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0
democrat,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0
democrat,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0
democrat,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1
democrat,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
democrat,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1
democrat,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
democrat,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
democrat,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1
democrat,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1
democrat,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1
democrat,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
democrat,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
republican,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1
republican,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0
republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
republican,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1
republican,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1
republican,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0
republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
republican,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1
republican,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1
republican,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1
democrat,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
democrat,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
democrat,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
democrat,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1
democrat,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1
democrat,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
democrat,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
democrat,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1
democrat,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
democrat,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1
democrat,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
democrat,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1
republican,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0
republican,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0
republican,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
republican,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1
republican,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0
republican,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0
republican,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1
republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0
republican,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0
democrat,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1
democrat,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1
democrat,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1
democrat,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1
democrat,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
democrat,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
democrat,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1
democrat,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1
democrat,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
democrat,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1
democrat,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1
democrat,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
republican,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1
republican,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0
republican,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1
republican,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1
republican,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1
republican,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1
republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1
republican,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1
republican,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1
republican,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1
